foundation,tax_year,recipient,address_line1,city,state,zip,amount,purpose,source_form,lat,lng,locType
DZ Liebmann Fund 7428018,2021,DR TASHA VORDERSTRASSE ORIENTAL INST OF THE UNIV OF CHICAGO,1155 E 58TH ST,CHICAGO,IL,60637,4000,SCHOLARSHIP,990-PF,41.789553864111,-87.597816253187,sited
Edward E Ford Foundation Mfgr,2023,Morgan Park Academy,2153 W 111TH STREET,CHICAGO,IL,60643,100000,GENERAL,990-PF,41.691811253562,-87.67541203537,sited
Edward E Ford Foundation Mfgr,2023,Lycee Francais de Chicago,1929 W WILSON AVENUE,CHICAGO,IL,606405208,100000,GENERAL,990-PF,41.965070303436,-87.676926163119,sited
Edwin J Hoffritz TR UW Article Seventh,2021,ALZHEIMER'S DISEASE AND RELATED DISORDER,225 N MICHIGAN AVE 17TH FL,CHICAGO,IL,60601,40000,GENERAL,990-PF,41.886567067898,-87.624456678273,sited
Edwin J Hoffritz TR UW Article Seventh,2022,ALZHEIMER'S DISEASE AND RELATED DISORDER,225 N MICHIGAN AVE 17TH FL,CHICAGO,IL,60601,40000,GENERAL,990-PF,41.886567067898,-87.624456678273,sited
Edwin J Hoffritz TR UW Article Seventh,2023,ALZHEIMER'S DISEASE AND RELATED DISORDER,225 N MICHIGAN AVE 17TH FL,CHICAGO,IL,60601,55000,GENERAL CHARITABLE PURPOSES,990-PF,41.886567067898,-87.624456678273,sited
Edwin J Hoffritz TR UW Article Seventh,2024,ALZHEIMER'S DISEASE AND RELATED DISORDER,225 N MICHIGAN AVE 17TH FL,CHICAGO,IL,60601,55000,GENERAL CHARITABLE PURPOSES,990-PF,41.886567067898,-87.624456678273,sited
James and Brenda Grusecki Family Foundation,2021,826CHI,1276 N MILWAUKEE AVE,CHICAGO,IL,60622,20000,GENERAL SUPPORT,990-PF,41.904922726451,-87.669042058217,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2021,AMERICAN BLUES THEATRE,4809 N RAVENSWOOD,CHICAGO,IL,60640,5000,GENERAL SUPPORT,990-PF,41.969110848394,-87.67410548711,sited
James and Brenda Grusecki Family Foundation,2021,BREAKTHRU MINISTRIES,402 N ST LOUIS AVE,CHICAGO,IL,60624,30000,GENERAL SUPPORT,990-PF,41.888393473788,-87.713740407305,sited
James and Brenda Grusecki Family Foundation,2021,CATHOLIC CHARITIES,126 NORTH DESPLAINES,CHICAGO,IL,60661,45000,MORTGAGE & HOUSING,990-PF,41.883943007881,-87.644268806486,sited
James and Brenda Grusecki Family Foundation,2021,CHICAGO FOUNDATION FOR WOMEN,1 EAST UPPER WACKER DR,CHICAGO,IL,60601,30000,CATALYST FUND,990-PF,,,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2021,CHICAGO JESUIT ACADEMY,5058 W JACKSON BLVD,CHICAGO,IL,60644,25000,SCHOLARSHIP,990-PF,41.876756129341,-87.751718112042,sited
James and Brenda Grusecki Family Foundation,2021,CHICAGO SHAKESPEARE THEAT,800 EAST GRAND AVENUE,CHICAGO,IL,60611,25000,HUMANITIES,990-PF,41.892187438564,-87.609927254642,sited
James and Brenda Grusecki Family Foundation,2021,CHILDREN'S LITERACY INITIATIVE,641 WW LAKE ST,CHICAGO,IL,60661,20000,EDUCATION,990-PF,41.88563785021,-87.644465335155,sited
James and Brenda Grusecki Family Foundation,2021,CONNECTION FOR ABUSED WOMENCHILD,1116 N KEDZIE 5TH FLOOR,CHICAGO,IL,60651,5000,GENERAL SUPPORT,990-PF,41.901809739887,-87.706833683051,sited
James and Brenda Grusecki Family Foundation,2021,CROSSROADS FUND,3411 W DIVERSEY,CHICAGO,IL,60647,55000,GENERAL SUPPORT,990-PF,41.931906846099,-87.712837203673,sited
James and Brenda Grusecki Family Foundation,2021,DEBORAH'S PLACE,2822 W JACKSON,CHICAGO,IL,606123626,30000,GENERAL SUPPORT,990-PF,41.87748144593,-87.697018917698,sited
James and Brenda Grusecki Family Foundation,2021,FOREFRONT,208 S LA SALLE ST,CHICAGO,IL,60604,2088,GENERAL SUPPORT,990-PF,41.879132477534,-87.632361460549,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2021,GOLDEN APPLE FOUNDATION,8 SOUTH MICHIGAN AVE,CHICAGO,IL,606033463,35000,EDUCATION,990-PF,41.88205455908,-87.624550934438,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2021,INGENUITY INC CHICAGO BE CREATIVE,11 E HUBBARD ST,CHICAGO,IL,60611,25000,EDUCATION,990-PF,41.890011848534,-87.627810089704,sited
James and Brenda Grusecki Family Foundation,2021,LA CASA NORTE,3533 W NORTH AVE,CHICAGO,IL,60647,30000,GENERAL SUPPORT,990-PF,41.909955638029,-87.715532817289,sited
James and Brenda Grusecki Family Foundation,2021,LITTLE BLACK PEARL,1060 E 47TH STREET,CHICAGO,IL,60653,20000,GENERAL SUPPORT,990-PF,41.80966057808,-87.60022920556,sited
James and Brenda Grusecki Family Foundation,2021,MARWEN FOUNDATION,833 NORTH ORLEANS ST,CHICAGO,IL,60610,20000,EDUCATION,990-PF,41.898105408764,-87.637152976878,sited
James and Brenda Grusecki Family Foundation,2021,MIDWEST ACCESS COALITION,PO BOX 408363,CHICAGO,IL,60640,10000,GENERAL SUPPORT,990-PF,,,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2021,MIDWEST ACCESS PROJECT,PO BOX 13173,CHICAGO,IL,60613,10000,GENERAL SUPPORT,990-PF,,,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2021,MIKVA CHALLENGE,200 S MICHIGAN,CHICAGO,IL,60604,20000,GENERAL SUPPORT,990-PF,41.879498661338,-87.624506074574,sited
James and Brenda Grusecki Family Foundation,2021,NEW MOMS,5317 W CHICAGO AVE,CHICAGO,IL,60651,30000,GENERAL SUPPORT,990-PF,41.894853854979,-87.75837321066,sited
James and Brenda Grusecki Family Foundation,2021,PLANNED PARENTHOOD,18 S MICHIGAN AVE,CHICAGO,IL,60603,30000,GENERAL SUPPORT,990-PF,41.881367819857,-87.624527825232,sited
James and Brenda Grusecki Family Foundation,2021,PORCHLIGHT THEATRE CO,4200 W DIVERSEY,CHICAGO,IL,60639,25000,HUMANITIES,990-PF,41.931787438561,-87.731540231267,sited
James and Brenda Grusecki Family Foundation,2021,REMY BUMPPO THEATRE,3717 N RAVENSWOOD,CHICAGO,IL,60613,25000,GENERAL SUPPORT,990-PF,41.949086483175,-87.673610193348,sited
James and Brenda Grusecki Family Foundation,2021,SHATTERED GLOBE THEATRE,770 N HALSTED ST,CHICAGO,IL,60642,25000,GENERAL SUPPORT,990-PF,41.89623090555,-87.647814876841,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2021,START EARLY,33 WEST MONROE,CHICAGO,IL,60603,50000,GENERAL SUPPORT,990-PF,41.880666800206,-87.629157524398,sited
James and Brenda Grusecki Family Foundation,2021,THE CARA PROGRAM,237 SOUTH DES PLAINES,CHICAGO,IL,60661,30000,HOUSING & SOCIAL SERVICES,990-PF,41.879011277991,-87.643957283452,sited
James and Brenda Grusecki Family Foundation,2021,THE LEARNING CENTER,2153 S MILLARD,CHICAGO,IL,60623,10000,GENERAL SUPPORT,990-PF,41.852461864074,-87.716164790522,sited
James and Brenda Grusecki Family Foundation,2021,THRESHOLDS,4101 N RAVENSWOOD AVE,CHICAGO,IL,60613,40000,GENERAL SUPPORT,990-PF,41.956124486301,-87.673769629094,sited
James and Brenda Grusecki Family Foundation,2021,TIMELINE THEATRE COMPANY,615 W WELLINGTON,CHICAGO,IL,60657,10000,GENERAL SUPPORT,990-PF,41.936433416616,-87.64489803475,sited
James and Brenda Grusecki Family Foundation,2021,GILLOURY INSTITUTE,6 E MONROE,CHICAGO,IL,60603,10000,GENERAL SUPPORT,990-PF,41.880825728208,-87.627515464603,sited
James and Brenda Grusecki Family Foundation,2021,GOODMAN THEATRE,170 N DEARBORN ST,CHICAGO,IL,60601,15000,GENERAL SUPPORT,990-PF,41.885165897733,-87.629554228101,sited
James and Brenda Grusecki Family Foundation,2021,CHICAGO PUBLIC MEDIA,848 EAST GRAND AVE,CHICAGO,IL,60611,25000,GENERAL SUPPORT,990-PF,41.892187438564,-87.609927254642,sited
James and Brenda Grusecki Family Foundation,2021,WTTWWFMT,5400 N ST LOUIS,CHICAGO,IL,60625,25000,GENERAL SUPPORT,990-PF,41.979387355038,-87.716147207409,sited
James and Brenda Grusecki Family Foundation,2021,MERIT SCHOOL OF MUSIC,38 S PEORIA ST,CHICAGO,IL,60607,5000,GENERAL SUPPORT,990-PF,41.881214815794,-87.649760056368,sited
James and Brenda Grusecki Family Foundation,2022,826CHI,1276 N MILWAUKEE AVE,CHICAGO,IL,60622,20000,GENERAL OPERATIONS,990-PF,41.904922726451,-87.669042058217,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2022,AMERICAN BLUES THEATRE,4809 N RAVENSWOOD,CHICAGO,IL,60640,10000,GENERAL OPERATIONS,990-PF,41.969110848394,-87.67410548711,sited
James and Brenda Grusecki Family Foundation,2022,BREAKTHRU MINISTRIES,402 N ST LOUIS AVE,CHICAGO,IL,60624,30000,GENERAL OPERATIONS,990-PF,41.888393473788,-87.713740407305,sited
James and Brenda Grusecki Family Foundation,2022,CARA COLLECTIVE,237 S DESPLAINES,CHICAGO,IL,60661,30000,GENERAL OPERATIONS,990-PF,41.879011277991,-87.643957283452,sited
James and Brenda Grusecki Family Foundation,2022,CATHOLIC CHARITIES,721 N LASALLE STREET,CHICAGO,IL,60654,15000,SINGLE PERSONS WITH DEPENDENTS,990-PF,41.895298815986,-87.632531862567,sited
James and Brenda Grusecki Family Foundation,2022,CATHOLIC CHARITIES,721 N LASALLE STREET,CHICAGO,IL,60654,15000,MORTGAGE & HOUSING,990-PF,41.895298815986,-87.632531862567,sited
James and Brenda Grusecki Family Foundation,2022,CATHOLIC CHARITIES,721 N LASALLE STREET,CHICAGO,IL,60654,15000,OUTREACH TO SURVIVORS OF SUICIDE,990-PF,41.895298815986,-87.632531862567,sited
James and Brenda Grusecki Family Foundation,2022,CHICAGO FOUNDATION FOR WOMEN,1 EAST UPPER WACKER DR,CHICAGO,IL,60601,30000,FUND FOR CFW,990-PF,,,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2022,CHICAGO JESUIT ACADEMY,5058 W JACKSON BLVD,CHICAGO,IL,60644,25000,SCHOLARSHIP,990-PF,41.876756129341,-87.751718112042,sited
James and Brenda Grusecki Family Foundation,2022,CHICAGO SHAKESPEARE THEAT,800 EAST GRAND AVENUE,CHICAGO,IL,60611,30000,HUMANITIES,990-PF,41.892187438564,-87.609927254642,sited
James and Brenda Grusecki Family Foundation,2022,CHILDREN'S LITERACY INITIATIVE,641 WW LAKE ST,CHICAGO,IL,60661,20000,EDUCATION,990-PF,41.88563785021,-87.644465335155,sited
James and Brenda Grusecki Family Foundation,2022,CONNECTION FOR ABUSED WOMENCHILD,1116 N KEDZIE 5TH FLOOR,CHICAGO,IL,60651,5000,GENERAL OPERATIONS,990-PF,41.901809739887,-87.706833683051,sited
James and Brenda Grusecki Family Foundation,2022,CROSSROADS FUND,3411 W DIVERSEY,CHICAGO,IL,60647,30000,GENERA LOPERATIONS,990-PF,41.931906846099,-87.712837203673,sited
James and Brenda Grusecki Family Foundation,2022,DEBORAH'S PLACE,2822 W JACKSON,CHICAGO,IL,606123626,30000,GENERAL OPERATIONS,990-PF,41.87748144593,-87.697018917698,sited
James and Brenda Grusecki Family Foundation,2022,FOREFRONT,208 S LA SALLE ST,CHICAGO,IL,60604,2355,GENERAL OPERATIONS,990-PF,41.879132477534,-87.632361460549,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2022,GOLDEN APPLE FOUNDATION,8 SOUTH MICHIGAN AVE,CHICAGO,IL,606033463,35000,EDUCATION,990-PF,41.88205455908,-87.624550934438,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2022,GOODMAN THEATRE,170 N DEARBORN STREET,CHICAGO,IL,60601,25000,GENERAL OPERATIONS,990-PF,41.885165897733,-87.629554228101,sited
James and Brenda Grusecki Family Foundation,2022,INGENUITY INC CHICAGO BE CREATIVE,11 E HUBBARD ST,CHICAGO,IL,60611,25000,CREATIVE SCHOOLS FUND,990-PF,41.890011848534,-87.627810089704,sited
James and Brenda Grusecki Family Foundation,2022,LA CASA NORTE,3533 W NORTH AVE,CHICAGO,IL,60647,30000,GENERAL OPERATIONS,990-PF,41.909955638029,-87.715532817289,sited
James and Brenda Grusecki Family Foundation,2022,LITTLE BLACK PEARL,1060 E 47TH STREET,CHICAGO,IL,60653,20000,GENERAL OPERATIONS,990-PF,41.80966057808,-87.60022920556,sited
James and Brenda Grusecki Family Foundation,2022,MARWEN FOUNDATION,833 NORTH ORLEANS ST,CHICAGO,IL,60610,20000,GENERAL OPERATIONS,990-PF,41.898105408764,-87.637152976878,sited
James and Brenda Grusecki Family Foundation,2022,MERIT SCHOOL OF MUSIC,38 SOUTH PEORIA STREET,CHICAGO,IL,60607,5000,GENERAL OPERATIONS,990-PF,41.881214815794,-87.649760056368,sited
James and Brenda Grusecki Family Foundation,2022,MIDWEST ACCESS COALITION,PO BOX 408363,CHICAGO,IL,60640,25000,GENERAL OPERATIONS,990-PF,,,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2022,MIDWEST ACCESS PROJECT,PO BOX 13173,CHICAGO,IL,60613,25000,GENERAL OPERATIONS,990-PF,,,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2022,MIKVA CHALLENGE,200 S MICHIGAN,CHICAGO,IL,60604,20000,GENERAL SUPPORT,990-PF,41.879498661338,-87.624506074574,sited
James and Brenda Grusecki Family Foundation,2022,NEW MOMS,5317 W CHICAGO AVE,CHICAGO,IL,60651,30000,GENERAL SUPPORT,990-PF,41.894853854979,-87.75837321066,sited
James and Brenda Grusecki Family Foundation,2022,PLANNED PARENTHOOD,18 S MICHIGAN AVE,CHICAGO,IL,60603,30000,GENERAL SUPPORT,990-PF,41.881367819857,-87.624527825232,sited
James and Brenda Grusecki Family Foundation,2022,PORCHLIGHT THEATRE CO,4200 W DIVERSEY,CHICAGO,IL,60639,30000,GENERAL HUMANITIES,990-PF,41.931787438561,-87.731540231267,sited
James and Brenda Grusecki Family Foundation,2022,SHATTERED GLOBE THEATRE,770 N HALSTED ST,CHICAGO,IL,60642,30000,GENERAL OPERATIONS,990-PF,41.89623090555,-87.647814876841,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2022,START EARLY,33 WEST MONROE,CHICAGO,IL,60603,50000,GENERAL SUPPORT,990-PF,41.880666800206,-87.629157524398,sited
James and Brenda Grusecki Family Foundation,2022,THE LEARNING CENTER,2153 S MILLARD,CHICAGO,IL,60623,10000,GENERAL SUPPORT,990-PF,41.852461864074,-87.716164790522,sited
James and Brenda Grusecki Family Foundation,2022,THE READER INSTITUTE FOR COMMUNITY,2930 SOUTH MICHIGAN AVENU,CHICAGO,IL,60616,25000,CHICAGO INDEPENDENT MEDIA ALLIANCE P,990-PF,41.841414856654,-87.62360690116,sited
James and Brenda Grusecki Family Foundation,2022,THRESHOLDS,4101 N RAVENSWOOD AVE,CHICAGO,IL,60613,40000,THRESHOLDS VETERAN PROJECT,990-PF,41.956124486301,-87.673769629094,sited
James and Brenda Grusecki Family Foundation,2022,TIMELINE THEATRE COMPANY,615 W WELLINGTON,CHICAGO,IL,60657,25000,GENERAL OPERATIONS,990-PF,41.936433416616,-87.64489803475,sited
James and Brenda Grusecki Family Foundation,2022,WBEZ CHICAGO PUBLIC MEDIA,848 EAST GRAND AVENUE,CHICAGO,IL,60611,25000,GENERAL OPERATIONS,990-PF,41.892187438564,-87.609927254642,sited
James and Brenda Grusecki Family Foundation,2022,WTTWWFMT,5400 N ST LOUIS,CHICAGO,IL,60625,25000,GENERAL OPERATIONS,990-PF,41.979387355038,-87.716147207409,sited
James and Brenda Grusecki Family Foundation,2023,AMERICAN BLUES THEATER,4809 N RAVENSWOOD,CHICAGO,IL,60640,15000,GENERAL OPERATIONS,990-PF,41.969110848394,-87.67410548711,sited
James and Brenda Grusecki Family Foundation,2023,CHICAGO SHAKESPEARE THEATER,800 E GRAND AVE,CHICAGO,IL,60611,40000,GENERAL OPERATIONS,990-PF,41.892187438564,-87.609927254642,sited
James and Brenda Grusecki Family Foundation,2023,GOODMAN THEATRE,170 N DEARBORN ST,CHICAGO,IL,60601,30000,GENERAL OPERATIONS,990-PF,41.885165897733,-87.629554228101,sited
James and Brenda Grusecki Family Foundation,2023,PORCHLIGHT MUSIC THEATRE,4200 W DIVERSEY,CHICAGO,IL,60639,40000,GENERAL OPERATIONS,990-PF,41.931787438561,-87.731540231267,sited
James and Brenda Grusecki Family Foundation,2023,REMY BUMPPO,3759 N RAVENSWOOD,CHICAGO,IL,60613,50000,GENERAL OPERATIONS,990-PF,41.949820901197,-87.673627960924,sited
James and Brenda Grusecki Family Foundation,2023,TIMELINE THEATRE,615 W WELLINGTON,CHICAGO,IL,60657,30000,GENERAL OPERATIONS,990-PF,41.936433416616,-87.64489803475,sited
James and Brenda Grusecki Family Foundation,2023,WBEZCHICAGO PUBLIC MEDIA,848 E GRAND AVE,CHICAGO,IL,60611,30000,GENERAL OPERATIONS,990-PF,41.892187438564,-87.609927254642,sited
James and Brenda Grusecki Family Foundation,2023,WTTWWFMT,5400 N ST LOUIS,CHICAGO,IL,60625,30000,GENERAL OPERATIONS,990-PF,41.979387355038,-87.716147207409,sited
James and Brenda Grusecki Family Foundation,2023,SHATTERED GLOBE THEATRE,770 N HALSTED ST,CHICAGO,IL,60642,40000,GENERAL OPERATIONS,990-PF,41.89623090555,-87.647814876841,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2023,826CHI,1276 N MILWAUKEE AVE,CHICAGO,IL,60622,30000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.904922726451,-87.669042058217,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2023,AMERICAN BLUES THEATER,4809 N RAVENSWOOD,CHICAGO,IL,60640,10000,WELLNESS,990-PF,41.969110848394,-87.67410548711,sited
James and Brenda Grusecki Family Foundation,2023,BREAKTHROUGH URBAN MINISTRIES,402 N ST LOUIS AVE,CHICAGO,IL,60624,40000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.888393473788,-87.713740407305,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2023,CARA COLLECTIVE,237 S DES PLAINES,CHICAGO,IL,60661,40000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.879011277991,-87.643957283452,sited
James and Brenda Grusecki Family Foundation,2023,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,721 N LA SALLE ST,CHICAGO,IL,60654,45000,PER AWARD LETTER,990-PF,41.895298815986,-87.632531862567,sited
James and Brenda Grusecki Family Foundation,2023,CHICAGO FOUNDATION FOR WOMEN,1 EAST UPPER WACKER DR,CHICAGO,IL,60601,40000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,,,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2023,CHICAGO JESUIT ACADEMY,5058 W JACKSON BLVD,CHICAGO,IL,60644,35000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.876756129341,-87.751718112042,sited
James and Brenda Grusecki Family Foundation,2023,CHICAGO SHAKESPEARE THEATER,800 E GRAND AVE,CHICAGO,IL,60611,10000,GENERAL OPERATING SUPPORT,990-PF,41.892187438564,-87.609927254642,sited
James and Brenda Grusecki Family Foundation,2023,CHILDREN'S LITERACY INITIATIVE,641 W LAKE ST,CHICAGO,IL,60661,30000,CHICAGO PROGRAMMING & WELLNESS,990-PF,41.88563785021,-87.644465335155,sited
James and Brenda Grusecki Family Foundation,2023,CONNECTION FOR ABUSED WOMEN & CHILDREN,1116 N KEDZIE 5TH FL,CHICAGO,IL,60651,5000,GENERAL OPERATING SUPPORT,990-PF,41.901809739887,-87.706833683051,sited
James and Brenda Grusecki Family Foundation,2023,CROSSROADS FUND,3411 W DIVERSEY,CHICAGO,IL,60647,30000,GENERAL OPERATING SUPPORT,990-PF,41.931906846099,-87.712837203673,sited
James and Brenda Grusecki Family Foundation,2023,DEBORAH'S PLACE,2822 W JACKSON BLVD,CHICAGO,IL,606123626,40000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.87748144593,-87.697018917698,sited
James and Brenda Grusecki Family Foundation,2023,GOLDEN APPLE FOUNDATION,8 SOUTH MICHIGAN AVE,CHICAGO,IL,606033463,45000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.88205455908,-87.624550934438,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2023,GOODMAN THEATRE,170 N DEARBORN ST,CHICAGO,IL,60601,20000,GENERAL OPERATING SUPPORT,990-PF,41.885165897733,-87.629554228101,sited
James and Brenda Grusecki Family Foundation,2023,INGENUITY INCORPORATED CHICAGO,11 E HUBBARD ST,CHICAGO,IL,60611,35000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.890011848534,-87.627810089704,sited
James and Brenda Grusecki Family Foundation,2023,LA CASA NORTE,3533 W NORTH AVE,CHICAGO,IL,60647,40000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.909955638029,-87.715532817289,sited
James and Brenda Grusecki Family Foundation,2023,LITTLE BLACK PEARL WORKSHOP,1060 E 47TH ST,CHICAGO,IL,60653,30000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.80966057808,-87.60022920556,sited
James and Brenda Grusecki Family Foundation,2023,MARWEN,833 N ORLEANS ST,CHICAGO,IL,60610,30000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.898105408764,-87.637152976878,sited
James and Brenda Grusecki Family Foundation,2023,MERIT SCHOOL OF MUSIC,38 S PEORIA ST,CHICAGO,IL,60607,10000,GENERAL OPERATING SUPPORT,990-PF,41.881214815794,-87.649760056368,sited
James and Brenda Grusecki Family Foundation,2023,MIDWEST ACCESS COALITION,PO BOX 408363,CHICAGO,IL,60640,35000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,,,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2023,MIDWEST ACCESS PROJECT,PO BOX 13173,CHICAGO,IL,60613,35000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,,,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2023,MIKVA CHALLENGE GRANT FOUNDATION INC,200 S MICHIGAN AVE,CHICAGO,IL,60604,30000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.879498661338,-87.624506074574,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2023,NEW MOMS,5317 W CHICAGO AVE,CHICAGO,IL,60651,40000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.894853854979,-87.75837321066,sited
James and Brenda Grusecki Family Foundation,2023,PLANNED PARENTHOOD OF ILLINOIS,18 S MICHIGAN AVE,CHICAGO,IL,60603,40000,GENERAL OPERATING SUPPORT & WELLNESS,990-PF,41.881367819857,-87.624527825232,sited
James and Brenda Grusecki Family Foundation,2023,PORCHLIGHT MUSIC THEATRE,4200 W DIVERSEY,CHICAGO,IL,60639,10000,WELLNESS,990-PF,41.931787438561,-87.731540231267,sited
James and Brenda Grusecki Family Foundation,2023,REMY BUMPPO,3759 N RAVENSWOOD,CHICAGO,IL,60613,10000,WELLNESS,990-PF,41.949820901197,-87.673627960924,sited
James and Brenda Grusecki Family Foundation,2023,SHATTERED GLOBE,770 N HALSTED ST,CHICAGO,IL,60642,10000,WELLNES,990-PF,41.89623090555,-87.647814876841,sited
James and Brenda Grusecki Family Foundation,2023,START EARLY,33 W MONROE,CHICAGO,IL,60603,50000,GENERAL OPERATING SUPPORT,990-PF,41.880666800206,-87.629157524398,sited
James and Brenda Grusecki Family Foundation,2023,THE LEARNING CENTER (HOUSE OF CONNECTIONS),2153 S MILLARD,CHICAGO,IL,60623,10000,GENERAL OPERATING SUPPORT,990-PF,41.852461864074,-87.716164790522,sited
James and Brenda Grusecki Family Foundation,2023,THE READER INSTITUTE FOR COMMUNITY JOURNALISM,2930 S MICHIGAN AVE,CHICAGO,IL,60616,25000,ARTS & CULTURE COVERAGE,990-PF,41.841414856654,-87.62360690116,sited
James and Brenda Grusecki Family Foundation,2023,THRESHOLDS,4101 N RAVENSWOOD AVE,CHICAGO,IL,60613,50000,THE VETERANS PROJECT & WELLNESS,990-PF,41.956124486301,-87.673769629094,sited
James and Brenda Grusecki Family Foundation,2023,TIMELINE THEATER,615 W WELLINGTON,CHICAGO,IL,60657,10000,WELLNESS,990-PF,41.936433416616,-87.64489803475,sited
James and Brenda Grusecki Family Foundation,2023,WBEZCHICAGO PUBLIC MEDIA,848 E GRAND AVE,CHICAGO,IL,60611,20000,GENERAL OPERATING SUPPORT,990-PF,41.892187438564,-87.609927254642,sited
James and Brenda Grusecki Family Foundation,2023,WTTWWFMT,5400 N ST LOUIS,CHICAGO,IL,60625,20000,GENERAL OPERATING SUPPORT,990-PF,41.979387355038,-87.716147207409,sited
James and Brenda Grusecki Family Foundation,2024,AMERICAN BLUES THEATER,4809 N RAVENSWOOD,CHICAGO,IL,60640,30000,GENERAL OPERATIONS,990-PF,41.969110848394,-87.67410548711,sited
James and Brenda Grusecki Family Foundation,2024,AMERICAN BLUES THEATER,4809 N RAVENSWOOD,CHICAGO,IL,60640,20000,GENERAL OPERATING SUPPORT,990-PF,41.969110848394,-87.67410548711,sited
James and Brenda Grusecki Family Foundation,2024,BOYS AND GIRLS CLUB OF CHICAGO,2102 W MONROE ST,CHICAGO,IL,60612,2500,GENERAL OPERATING SUPPORT,990-PF,41.880026152215,-87.679181884502,sited
James and Brenda Grusecki Family Foundation,2024,BREAKTHROUGH URBAN MINISTRIES,402 N ST LOUIS AVE,CHICAGO,IL,60624,40000,GENERAL OPERATING SUPPORT,990-PF,41.888393473788,-87.713740407305,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2024,CARA COLLECTIVE,237 S DES PLAINES,CHICAGO,IL,60661,40000,GENERAL OPERATING SUPPORT,990-PF,41.879011277991,-87.643957283452,sited
James and Brenda Grusecki Family Foundation,2024,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,721 N LA SALLE ST,CHICAGO,IL,60654,45000,PER AWARD LETTER,990-PF,41.895298815986,-87.632531862567,sited
James and Brenda Grusecki Family Foundation,2024,CHICAGO FOUNDATION FOR WOMEN,1 EAST UPPER WACKER DR,CHICAGO,IL,60601,40000,GENERAL OPERATING SUPPORT,990-PF,,,intermediary_or_citywide
James and Brenda Grusecki Family Foundation,2024,CHICAGO JESUIT ACADEMY,5058 W JACKSON BLVD,CHICAGO,IL,60644,35000,GENERAL OPERATING SUPPORT,990-PF,41.876756129341,-87.751718112042,sited
James and Brenda Grusecki Family Foundation,2024,CHICAGO SHAKESPEARE THEATER,800 E GRAND AVE,CHICAGO,IL,60611,50000,GENERAL OPERATIONS,990-PF,41.892187438564,-87.609927254642,sited
James and Brenda Grusecki Family Foundation,2024,CHILDREN'S LITERACY INITIATIVE,641 W LAKE ST,CHICAGO,IL,60661,35000,CHICAGO PROGRAMMING,990-PF,41.88563785021,-87.644465335155,sited
James and Brenda Grusecki Family Foundation,2024,CONNECTION FOR ABUSED WOMEN & CHILDREN,1116 N KEDZIE 5TH FL,CHICAGO,IL,60651,5000,GENERAL OPERATING SUPPORT,990-PF,41.901809739887,-87.706833683051,sited
James and Brenda Grusecki Family Foundation,2024,DEBORAH'S PLACE,2822 W JACKSON BLVD,CHICAGO,IL,606123626,40000,GENERAL OPERATING SUPPORT,990-PF,41.87748144593,-87.697018917698,sited
